Rowid,Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Transaction ID,Fraud Flag or Label,Transaction Source,IP Address,Device Information
2962,2021-05-05 08:03:28,4276.28,Alisha Kota,863b141951fc24188517eb02a2ff443550577f9f4c9c2fe0bf7990a8f29b701c,Sant-Gandhi,Kadapa,INR,American Express,05/27,7e97b45e-e7b3-450d-a966-1d9bc97219cb,0,In-Person,97.92.147.133,Mobile
2963,2020-07-23 10:07:45,939.62,Aniruddh Bera,25ed0832a5dba80a3b01e27c44cab37b737eb790e223fb36898d497076eea9d0,Karnik PLC,Tiruvottiyur,USD,MasterCard,06/25,79eb40c0-6268-4d0f-b7ea-ce7248a91d4e,1,In-Person,213.108.62.238,Desktop
2964,2023-04-22 18:13:10,1647.7,Manjari Banerjee,4047362782452e29f70001daa825a20f4b7d177415fd5c11cc4cbb2351465015,Ranganathan and Sons,Kulti,INR,Visa,04/29,b5aa4198-978d-4d98-89f8-02b68c6700ba,0,Online,2.192.92.85,Mobile
2965,2022-02-18 08:11:49,3434.02,Ayesha Bhagat,1ddc2d9dc74b003ecbf39d77dd040fe0f619416e3a0a6d9644b060068665819c,Gera-Dara,Phagwara,USD,MasterCard,02/32,6e689d10-e241-4a18-85c0-a1afe18aec64,1,Online,143.27.107.134,Mobile
2966,2022-08-10 09:23:52,1946.12,Raunak Sarin,dc81f1c9fa34dfbe752641bef2c2e00be09e5ffe5e48777a90904a90e0969710,Sant Inc,Ramagundam,EUR,Visa,12/26,52b0d277-10dd-4bdd-8f57-81cc6d3dd38e,0,In-Person,221.12.237.117,Desktop
2967,2021-11-01 03:54:23,1777.78,Onkar Bhattacharyya,79caf6b5953f48113e5ed19ecef58e2a95afa691a9bcd0b3987a8a46348fc814,Chokshi-Khanna,Ghaziabad,EUR,MasterCard,07/26,6aed2221-b699-46b4-9901-a16c2ba852c4,0,In-Person,16.63.50.149,Desktop
2968,2020-03-23 01:52:36,1186.76,Yakshit Rau,bc4359b5630b00017e9ed8cf5ab073290ee32c0b1b8288559249e4703610410d,Bedi-Raman,Latur,EUR,MasterCard,09/26,829cc02d-7e12-4ab7-be29-e28c72203ed7,0,In-Person,68.249.5.214,Tablet
2969,2020-05-08 17:41:17,2471.93,Nirvaan Kamdar,818d62b3c648c2b67cc1f9eb27ee82540d48c87f2e46fc90b1f7176f3da5c67c,"Kohli, Ben and Saraf",Gulbarga,INR,MasterCard,03/31,1a70bada-6eec-434e-a6e1-3a77406399a6,1,In-Person,166.120.115.9,Tablet
2970,2020-10-23 06:51:24,2619.06,Piya Talwar,0ee5661af00d7202f4aded1d9df334dfbdcdee8804b23324ccc29c4582abff46,"Dixit, Devi and Singhal",Rajpur Sonarpur,INR,American Express,11/26,0359ea36-471e-4ce1-b87d-03a1226063a0,1,In-Person,200.51.98.64,Tablet
2971,2021-10-20 04:16:59,3957.65,Bhamini Kara,eb68604baae0e9070c023cb358b4b0850f2b4b84f1f3ef14912d51fa68e6c7c9,Manne-Vyas,Kalyan-Dombivli,USD,American Express,06/24,c682ff04-f960-48ed-b802-4c18871c9f7c,1,In-Person,194.115.214.132,Mobile
2972,2021-11-24 19:41:56,3221.23,Ryan Banik,b7afd11a4ec3f8ebd7722c97c5d022384147299fe961c50d29faefca637915be,Batra-Borra,Etawah,USD,Visa,12/27,d973a5d5-7feb-4dbb-b740-3c1b477e2919,0,In-Person,163.63.44.227,Mobile
2973,2021-06-26 10:02:04,2554.78,Heer Dora,dba7bb39f6b4d2f181c79db057ed13c4a8a469552681515baefdd9a2864fce79,Sharma Ltd,Jhansi,USD,MasterCard,12/30,8462a2a3-ba82-4ff0-8ebc-e51c1bdf71c4,1,Online,85.224.229.254,Desktop
2974,2021-05-02 15:20:08,3769.71,Nayantara Goyal,4955cca244e949b8a2a42daba1bb287f4bb4d1c60d8dddee9217b0d7b2be13de,"Bhatt, Bakshi and Sandhu",Farrukhabad,USD,Visa,02/29,b5863661-9971-4cea-858f-b55b90038f58,0,In-Person,218.24.181.36,Desktop
2975,2023-06-07 06:33:34,1549.03,Samarth Bandi,85a065f299a603c8fdaeba3f7115ae986981ded062876234574f98f55832fcab,Goyal-Chopra,Anantapur,INR,MasterCard,05/24,40e943a4-ca36-427a-8828-df214c812dae,0,In-Person,18.205.235.45,Tablet
2976,2022-09-20 06:46:47,45.59,Ehsaan Bhandari,77efd29fc2855eee8786d382a7340eb6193d81fef275e32c7336d53da276dc12,Khatri Ltd,Panipat,INR,MasterCard,11/29,bdb49d36-ee2f-486d-ab70-1420b2f9609c,1,In-Person,105.79.199.185,Desktop
2977,2021-11-28 22:06:28,706.82,Akarsh Sood,850b97fb20ebd20899e4f6440c34f5f5c344870959152a775a1c03571dd2a093,Dugar-Vala,Siliguri,USD,MasterCard,07/27,e0fd8638-c780-4685-b347-5e8cc7b9e52a,1,In-Person,67.194.191.112,Desktop
2978,2020-02-28 00:30:38,2817.45,Alia Kade,1e9284f103b008b8726158e43a2fb5b2eeeaa1d81f4d6eee1cfa36ee4ef5f528,Bahl LLC,Chittoor,USD,American Express,08/28,00f87fd4-ef21-434a-b26e-697bf783527d,1,In-Person,73.160.76.150,Tablet
2979,2020-09-01 10:04:01,3439.38,Navya Vyas,b1a01c6ceb803ab56a1d2037359d0b1d6d685166e553479eceddbacccb5a35ba,"Gour, Walla and Edwin",Ajmer,EUR,Visa,07/29,d4473ec3-96b0-47f8-a9f5-8f3e37aa0d61,1,In-Person,222.141.143.170,Desktop
2980,2021-10-24 04:47:34,379.74,Tanya Ganesan,5c5fd18884fc973196c58cb575b0fa1114422f23e5bb15bd04f280a6e33b0dd6,Khanna-Sarkar,Surendranagar Dudhrej,INR,MasterCard,05/32,cfe16a8b-da63-486f-9c96-85202365da59,1,Online,22.27.183.85,Tablet
2981,2023-07-01 09:01:17,55.79,Ehsaan Yogi,7c6b99d99fa20e191f542899130a819d352b37f5bbbdf6ad9db5268627766ea1,Batra-Goswami,Ballia,USD,MasterCard,04/31,a30a883f-c81e-4a75-aeee-eb11fc651e9c,1,Online,178.133.253.183,Tablet
2982,2023-02-23 23:48:56,246.05,Elakshi Das,daf4dccf605b4353f927f6ec833af07cff87937aea9c5d0fa0e045f56e0e4df8,Butala-Master,Noida,EUR,MasterCard,02/32,cec4e961-8657-4002-af6b-9545691509a9,1,Online,206.227.185.239,Tablet
2983,2022-04-10 14:04:50,129.65,Inaaya  Bhatti,194f7a9b624c0e7bf057a85648f4db2b2886319c1c065eb04e26038a69c0990a,Gupta-Dube,Madurai,INR,American Express,05/26,a81cd797-e183-4e2d-99e0-8c99f127e2a8,1,Online,217.32.20.54,Tablet
2984,2020-03-29 11:38:09,2281.46,Baiju Vasa,e3743175798817a5cd14c040adaee693de0c4bfe3caacc7ffedc99c1cf91fd76,"Walia, Boase and Konda",Barasat,INR,American Express,05/27,fa895753-c292-43d6-8ffd-749ab6f5fc5e,0,In-Person,120.156.226.176,Tablet
2985,2023-02-24 06:43:07,3112.83,Anika Bandi,93f1989ca4da13c083aa1bf5b1b4c307e209cc270178f1ea949ed67896ed6344,Behl Ltd,Gangtok,INR,MasterCard,09/31,7017f950-fba0-4453-be98-77b635fda479,1,In-Person,220.106.73.247,Tablet
2986,2021-09-11 02:20:55,139.48,Anvi Ramaswamy,72809622491d5c4f8ab277eeaec54d7d56c0c19f715536182206626a76f28224,"Aurora, Bhagat and Mand",Salem,EUR,American Express,04/29,3cd230f2-eae8-47e3-90b1-7d1d2d611962,0,In-Person,65.32.171.64,Desktop
2987,2022-07-14 12:54:28,98.3,Ishita Sha,221853f6e01a86f89bd7140afba8f681ea4021232a9605fead28b0d21782543f,Dutt LLC,Chittoor,EUR,American Express,02/33,cf371f81-9446-41b1-93fe-b070e6db489c,1,Online,151.106.239.163,Desktop
2988,2022-11-09 03:03:16,224.73,Samarth Kibe,c1e1c95fe28b33a3b6f195be13efc77873a800b04bf56ecadd47b889f13b051f,Dhawan-Shenoy,Akola,INR,MasterCard,10/30,c2a15585-1a23-40f8-8af5-1248d13fce06,0,Online,183.70.106.237,Tablet
2989,2022-08-29 07:51:53,2833.75,Uthkarsh Dube,69c21a882705628f06b5634904c7841f3d9be6b32b19f6119c8822888c58ae7d,"Buch, Master and Saha",Jodhpur,EUR,Visa,08/27,19413a73-bf89-4672-a070-b863527fbd3a,1,Online,213.46.250.234,Tablet
2990,2020-03-27 15:06:37,4986.99,Ojas Chaudhari,ff0a67fb1a6be2b57b2e5d7bce7daf5e7a44588a4c886cb55706b72374afc364,"Dutta, Bhatt and Goel",Shahjahanpur,INR,American Express,10/23,fde48af2-df8b-4f3b-a8ee-52296ff15250,1,Online,191.206.138.234,Desktop
2991,2020-01-07 14:09:52,693.5,Yuvaan Sodhi,d1a5f7e55ba1a35d09b385f6a3c8397c61b044216c8d1b41c2f59fc04dfa6b61,Sathe and Sons,Loni,INR,Visa,01/30,3439340d-6e10-4863-a475-6548246e71ed,1,In-Person,159.136.202.178,Tablet
2992,2022-09-19 11:06:10,1046.07,Nehmat Sinha,7574873625fbe4fe595dba2a1a8ab1df8e3bc986dc3b2abfe6e25c94d5b58609,Bhagat-Karnik,Anantapuram,INR,Visa,07/29,21169caa-0ea8-4917-bb9c-2f9d94d2b615,0,Online,203.31.98.176,Mobile
2993,2022-09-04 23:03:51,4948.61,Kaira Borde,be132c37e753acfd197f8c09ce7a5c1bb4fa2fd8ca00d557444941868bcecf8e,"Doshi, Banerjee and Jayaraman",Mahbubnagar,USD,American Express,04/24,22c2d4f2-98f1-48b1-ab4d-e12b18b65492,1,Online,147.8.64.81,Desktop
2994,2021-03-16 20:45:17,4951.84,Hunar Manne,45a7cbcfb5a9b5bc7611f9aa788814fefe9b1823438a67fdabc2678e29fbf578,Gour-Bhardwaj,Jammu,EUR,American Express,09/32,9abb865c-4182-4345-b899-6816730c0e39,0,Online,49.98.169.193,Mobile
2995,2022-03-25 08:58:35,315.84,Parinaaz Dua,fb94c1a98bad3f26d8c757ea37ff5e7a789ebc66f00e847cd1fbe71bd077077a,"Sant, Kata and Sankar",Sagar,EUR,MasterCard,03/27,dcfb01ce-ae5d-419f-8f38-f0c21ad3a9ad,1,Online,96.113.175.58,Desktop
2996,2022-04-25 08:03:31,1902.12,Shalv Batra,20373a740e0c05e14c41287d92a83d78da8ac7b49c3e9e09c729b5ddad10793f,Arya and Sons,Sri Ganganagar,INR,MasterCard,10/32,d34562ab-8f9d-4ae1-b321-ddf4d3e063b4,0,In-Person,221.224.210.193,Tablet
2997,2021-12-13 16:01:36,18.52,Yashvi Yogi,f907207eae6d5a0ae12f169ea30980fd3d3acdd929f4a876e5b7c4e1a62d7e89,Bhagat Ltd,Bally,USD,American Express,04/32,b1511268-4e70-4b37-84e6-e5ab2522591e,0,In-Person,130.145.202.12,Mobile
2998,2023-08-10 18:48:14,3033.56,Hiran Mahal,d6c2ceeb16429d250f2357c7bc181b1ec843406e2fd3e5aca5bf3938748832ea,Datta-Bhasin,Lucknow,EUR,Visa,04/29,113f55bb-2934-4b02-b020-de980244907e,0,In-Person,144.3.106.146,Mobile
2999,2023-02-27 23:35:19,422.91,Dishani Jani,56ae71f176627aa2fe8dc8ed300ec22ab542a5d03623b0e25917348d3ff7816b,Subramaniam-Chaudhuri,Ahmedabad,INR,Visa,09/29,6224e93c-bb20-42bf-b40f-956ce9064b81,1,In-Person,98.105.198.35,Desktop
3000,2020-05-16 20:40:09,117.38,Anahita De,8be38c4128edc6f2b2aee7b536ae9fe699fa27bc727d008e334b6264d24491cd,Bhatti-Subramaniam,Visakhapatnam,USD,MasterCard,07/29,ab2acb24-7498-4318-8821-fc5359797fb7,0,Online,216.105.206.179,Tablet
3001,2020-09-26 11:19:28,3848.49,Saira Dave,a54b5eb055ab0a4419e02847a33317161b3dceff49717cf9be24dfcc6c97a980,"Khare, Goswami and Balasubramanian",Amroha,USD,American Express,08/27,af73bec2-44a5-4d35-bb9d-58d1163b711d,0,Online,50.160.238.136,Tablet
3002,2020-12-12 08:19:28,1127.93,Lavanya Rout,d0bf2d7f3fa545d5f54c334b4ec484589893a683b0ccb0bc72f194d99eb5ecbe,Dhingra Group,Kulti,EUR,MasterCard,12/24,9c8a8785-ad7f-41e7-a78b-b433972d5c8c,1,Online,161.77.17.159,Tablet
3003,2020-07-15 13:19:13,4601.92,Rhea Gala,9bfaeb6300163984ee4a73c88eaf290aacd600125ef5dd05e999c050bae51ace,Krish-Zachariah,Junagadh,INR,MasterCard,06/28,9b1a7b8d-3635-409e-95df-a847a39b62c5,1,In-Person,35.255.27.186,Mobile
3004,2022-06-06 07:38:59,4517.66,Neelofar Garde,883af6e7a4af8ca209b394e1d99a98fe73fb9db0c65a2af73bcd65c2b4b0bab9,Boase-Sani,Tirupati,EUR,MasterCard,11/27,1a4ac349-0230-4363-bec8-3398a45981a0,0,Online,116.8.78.220,Mobile
3005,2021-10-12 15:38:53,1465.62,Onkar Sama,407266d8d072c7fb4947df6713fca03288165b1b90cf9489c3b2d52eae86f0cc,Mann-Divan,Malda,EUR,American Express,08/27,540681f2-110a-43d9-96f8-678dca9f2a30,1,Online,132.37.7.20,Tablet
3006,2023-07-22 10:49:33,1581.84,Ehsaan Bobal,b3d553206e83681fdb77ae96c1f8a2242b2d5a1d47af55a858890c4216146646,Sarma-Sethi,Gudivada,USD,American Express,04/26,aa2931c7-21e9-4399-85a1-42b6c49457e0,0,In-Person,27.40.213.138,Tablet
3007,2022-02-03 12:58:28,4969.79,Seher Balasubramanian,9f8a6ab98f2e3a5908dc04fcfc5da91cb1b0e7f6f064fa1a6b7aa8193dccdcef,"Korpal, Divan and Chahal",Lucknow,EUR,Visa,04/26,1d025663-e202-43e7-b978-f2fdc8df8987,1,Online,99.28.42.148,Tablet
3008,2020-02-06 20:13:31,3346.65,Samiha Sen,65dec1509d067bcfdefaab46415356ab10606d1630c1b5b8985efc28369f008f,De-Kade,Fatehpur,USD,MasterCard,07/29,fb28d96a-171e-4d1b-8ccc-04ee4a0cfa5e,0,Online,144.252.144.46,Mobile
3009,2021-08-02 03:05:31,2005.4,Manjari Choudhary,ed7213b90bed566e562cc60257ea18b2a16d84af707fb119435feade1535b1c8,Bava-Talwar,Satara,USD,MasterCard,01/26,115967fa-6152-47d6-95fa-9901e2488743,0,In-Person,142.136.222.210,Mobile
3010,2023-01-13 06:31:00,3111.47,Madhav Dhawan,590af80ead27e4bbb5764457943be0437f29369da56f672b4caf1f47ca3ef713,Kibe-Johal,Nizamabad,USD,MasterCard,05/25,636f3127-4ba3-481f-a23e-7cd1b7f79cac,0,In-Person,182.79.241.104,Mobile
3011,2021-09-08 02:33:32,1264.59,Dhruv Lall,8c07705563c5480745e5d1e4dfb2aaba084e0e1117d8dd11774788ef50ceaf93,"Bedi, Bajwa and Bajaj",Nangloi Jat,EUR,Visa,08/30,e824f500-664a-4323-ada0-e7a2fc0a2e46,0,In-Person,43.206.156.11,Desktop
3012,2021-01-23 22:30:36,1671.94,Aniruddh Karnik,3cf327f9183601daecb38cffe36d31702853aa9806ea0e93f4f19670c670adac,Suri and Sons,Vijayanagaram,EUR,American Express,04/30,92bd5c58-2ef8-41b6-8364-cf30716bc138,0,In-Person,66.89.87.51,Mobile
3013,2021-12-17 05:03:28,121.86,Chirag Arora,24d48ec266bfe43c17dd3d49b33190e31c1d87dea3e151fed2d83c61bf3f7ca0,Balakrishnan-Trivedi,Bidhannagar,USD,American Express,10/27,010548bc-7760-48c6-a149-9dbf6a6b1455,0,In-Person,170.208.200.28,Mobile
3014,2020-12-19 03:43:52,4934.35,Prerak Barman,bd3a44d86da4e1eb78007f2c0a763dd98f8856bfb2b91f8b90c98c4d6d44ead0,Dugal Ltd,Raichur,EUR,Visa,01/24,675af69a-b950-4d7c-b19b-4e199def147e,0,Online,219.87.7.207,Tablet
3015,2022-09-02 18:16:05,58.62,Indrajit Magar,6aece10b7a12a6060f60d4a4b0f2e37637550ac4209feb1d1b85254e5bdd8f38,"Buch, Konda and Viswanathan",Bijapur,USD,MasterCard,12/31,2441554f-3507-475a-8628-db73001a2a2c,1,In-Person,179.66.242.62,Desktop
3016,2022-08-18 12:02:01,3200.81,Farhan Tripathi,6d311e0ef20e3cd88b3632ce0f23389278e35636b42b28030c3e73dedf33321a,Chakrabarti-Warrior,Ratlam,INR,Visa,02/27,0f547bd9-2cf1-4a87-bf3a-f6b09a577b16,1,In-Person,60.11.159.107,Tablet
3017,2021-05-06 09:30:12,3619.42,Vanya Hora,ce5f7f635eb7f8fca27aec5068cacdddd8a14bc98a5f87ae5462e37d8d026912,Shere LLC,Patna,EUR,American Express,01/30,5b1ab000-11a8-4b22-ad95-391a0bdd790d,1,In-Person,92.143.40.109,Desktop
3018,2022-08-13 07:52:07,1729.86,Hridaan Chana,69fde2932ec010e46f748f317dbd302b27a65909ec1dd811364b2c34dd8adb87,Bhatt-Sodhi,Bahraich,EUR,American Express,08/32,d975a5cd-dcd7-447d-83b8-8274af208e4c,1,In-Person,196.145.133.221,Mobile
3019,2022-11-17 21:08:37,11.97,Eshani Subramanian,eacf77d786ebc1d0b772075da18ec77384d31c7a684b037e290a85e06417b17d,Sha-Chandran,Kurnool,INR,American Express,05/24,19309982-da8f-44bb-af02-4ec7e095d1d2,1,In-Person,72.61.157.225,Mobile
3020,2023-05-22 21:25:45,2572.08,Vanya Mander,3e45d98cb7a01eb136fcac117f01ae667d785a70e4512e1e8405384ffb2f1705,"Korpal, Sarkar and Chaudhary",Phagwara,USD,MasterCard,02/30,1ec81786-d6d4-4c95-a636-6609e584148d,0,Online,80.245.44.108,Mobile
3021,2021-09-12 15:21:06,4459.11,Sahil Chana,1fc716ceaae14c14fec3fcdbfde1c68f74148828a53e26f3e73e8c3fe18c22a2,"Mahal, Mahal and Solanki",Ambattur,INR,MasterCard,06/26,8674f886-575f-4550-9748-b11b86a3453a,1,Online,132.121.98.22,Tablet
3022,2021-04-10 03:50:55,3141.56,Vritika Balay,237bad195e6bb081291cfbb314550b5a34281da5463941f42ab0d72e3c6c29b9,Thakkar LLC,Katni,INR,American Express,08/27,966b05a7-7a3a-4c2b-be9f-42ba2c256e3c,0,Online,13.242.221.117,Tablet
3023,2021-07-12 12:48:01,2180.98,Darshit Keer,fd8e2545c0e4f4efa0640e52b6ee8005ae065732bf2f48d6f1c3defb1277f2b5,"Edwin, Bhasin and Mannan",Darbhanga,EUR,MasterCard,07/33,5137ce28-e5a3-4652-9a60-ed164a8caeed,0,In-Person,217.220.207.219,Tablet
3024,2021-10-06 10:37:25,3374.65,Damini Dora,2fa86685b3c71a688e6a0ec0ef023c3db66ba4409df95e8cd6dd46cd66c23f9a,Rajagopal-Manne,Bangalore,USD,American Express,09/29,68b5dc89-f1db-4035-b4d3-8d701fbeddd0,1,In-Person,204.78.135.185,Tablet
3025,2020-03-21 17:20:57,3991.03,Lagan Magar,524ca396880bebe12151208313602a51ee0c9170d99a08ece7a60d9e1b8162ab,"Tara, Bahri and Chawla",Tezpur,EUR,American Express,09/24,56b8cc4c-ffd2-4786-891a-2bbcb9f288cd,0,Online,205.59.204.40,Mobile
3026,2023-07-07 07:59:56,1662.96,Azad Dugal,b8b374607a9815adba2770bcf5f46d3cc86d9b2f51c2ba2456c2cbb4fb568b8f,Buch-Talwar,Silchar,EUR,MasterCard,10/31,7c5c0b23-27f0-4c5c-8cc0-a039afbe6457,1,Online,1.167.124.99,Mobile
3027,2021-02-09 22:09:26,1786.0,Elakshi Lad,a98a307f3d73e69450eed32fbce72715abf4a322b68e257e77018f23b76f5ad0,Gala LLC,Ahmednagar,INR,American Express,02/24,d34964e1-bb1e-4c93-86e9-b67cae5b2249,0,Online,200.98.7.95,Tablet
3028,2021-04-16 17:06:55,2703.1,Samar Karan,a2cdd2e45297a17b7e0e738f9c95a7e1cdbdcecd90c97fb7403bfa978aa75963,Shankar-Shenoy,Tiruppur,INR,American Express,07/30,9f8df427-c5dc-433f-bcbb-3a9182822fc2,0,Online,222.190.128.205,Tablet
3029,2022-05-18 23:09:17,669.03,Armaan Dhingra,bda98c8bfcb7b4285ccf10e10aa538d5431e201e03725b918b7a07637c12d73b,Karpe Group,Thoothukudi,USD,American Express,10/31,14a866f2-0e72-419c-8d8d-89a8d4a5c2d2,0,Online,55.58.44.51,Tablet
3030,2020-11-09 21:10:00,349.08,Uthkarsh Luthra,5897d4fcc2eeef883edd1a4cafb8d279492a9f0ecb9639b2f8fe99d791d0d5de,"Thakur, Solanki and Kala",Jammu,USD,American Express,04/25,a2cf86fa-a3b4-492f-abfe-400e80d536ad,0,In-Person,119.38.78.125,Desktop
3031,2020-10-01 23:35:54,4831.91,Neelofar Yadav,73bd30dab0abca26b6e0a2aa18b2a10663cfe10cc6a64d44984f658c69f638dc,Gade-Gara,Shimla,EUR,MasterCard,10/23,49b52290-8aab-4ead-a979-9049f45f2a4f,0,Online,137.26.193.234,Desktop
3032,2023-06-09 10:44:51,4315.95,Kabir Bala,a2edf05a71e0084480f45424786a83b8158cb67b2748418aae98ead61421a5a0,Chander-Jayaraman,Hajipur,USD,Visa,06/29,dff75381-3b6a-43d1-ad2e-adb89287f9ea,0,In-Person,30.89.163.10,Mobile
3033,2023-09-29 14:52:36,4775.37,Advik Sathe,07558d69ff7b4c2e3f513bdf81c0059cd6a3f3b7a12680f0948df61165466cea,"Choudhury, Bala and Mall",Jaipur,INR,MasterCard,01/24,8eed02ba-4574-486f-b7d7-e5457afc1cb0,1,In-Person,53.216.205.194,Tablet
3034,2020-02-27 22:32:01,3136.87,Sumer Choudhry,bdc73dd3b288107c161d22bfb2255c22a39dea8e32b3f22517f1671e93991ec9,"Raval, Sur and Shere",Tirunelveli,USD,American Express,06/29,a1c7aa7b-8a9f-486d-9a79-f8d96280bca6,1,In-Person,220.134.99.16,Desktop
3035,2023-04-27 21:14:35,1929.46,Pihu Sundaram,e4909f1d912192448801f7eb8ee16211d9074626f3a79f5c6462c5ad03d7c85a,"Dar, Gola and Seshadri",Raebareli,INR,MasterCard,09/28,d8a3076a-9965-4e01-8ae2-9bf7cdd7df07,0,In-Person,106.108.180.134,Desktop
3036,2023-09-14 16:46:50,1541.29,Advika Das,a8254137adfefd7044bd18318273fce1045e76e92eeb6722392d224bf1baffcb,Shankar LLC,Tiruvottiyur,INR,American Express,04/27,0c50565f-4c21-4f62-9778-3cc32de26fb0,1,In-Person,134.95.146.200,Desktop
3037,2022-06-15 03:49:35,2347.98,Indranil Joshi,1ab9db904c6f97d0018d919eaef2ec565daf8ce248efbc36f0d411c63854616e,"Thaman, Sankar and Joshi",Barasat,EUR,Visa,12/26,d4f97003-bfb7-49b4-b579-1feeb7dab51b,0,Online,45.42.85.211,Desktop
3038,2022-11-23 06:57:16,616.5,Rasha Sampath,e5692f3c569c117141d08349645577d73d9cdce40bf76391a2efab93742e28a3,Datta-Keer,Srinagar,USD,MasterCard,04/32,0e986aeb-3e88-4b44-b6f4-4febc67dc723,0,In-Person,55.155.64.222,Tablet
3039,2023-07-04 04:15:16,3055.98,Sahil Dhingra,be82549fd93c462b049a6c1027d3e699958c89c05911bf520f8beff7d11ae99a,Sibal PLC,Chittoor,USD,Visa,11/23,4224d6bd-aa5b-408a-9e37-b921e91e73f2,0,In-Person,220.231.57.23,Mobile
3040,2020-04-13 07:45:23,3984.56,Tarini Gera,05236ec1a180b14b330e1156bb554fdbb5ad932b56ebdb9e874d9720bd6dd91a,"Dayal, Bala and Kannan",Saharanpur,EUR,American Express,11/28,660e0fc3-f67d-4ed5-9cfc-89ce3667ad7a,0,In-Person,212.92.24.117,Desktop
3041,2023-01-12 11:37:27,4095.56,Shray Kulkarni,3ddadcee0cec5c2fa1aa74887d87cbd535899099e7c8ee24ecd329bcc8b29f27,Virk-Zacharia,Mahbubnagar,USD,American Express,09/31,8cd0e47f-bd3a-4dfb-8827-2dd688b6751b,1,Online,13.29.19.2,Desktop
3042,2021-02-15 22:00:46,2059.81,Indranil Varma,e9ef4fd701789b57bc2ccaf9698c05c2992cd42d8d9e1fdeaf31de280c5c8871,Gour-Mahal,Bhalswa Jahangir Pur,USD,American Express,04/25,ab4657f4-e559-48f6-82cb-e3a21b583910,0,In-Person,200.89.99.184,Desktop
3043,2021-04-06 13:49:40,1426.04,Pari Venkatesh,17fb4cb728e6a1afa24379c893efcc5978afa73239db457e921b21911b00662c,Arya LLC,Muzaffarpur,EUR,Visa,04/24,792be364-bc19-46d8-9f19-26e713a2b1c4,1,In-Person,79.166.189.102,Tablet
3044,2020-11-08 09:49:30,2580.96,Mahika Sankaran,cfa4b4258897acc0f792d162181fd4778838f8aa81b7706c81952a1d30a7e610,Koshy LLC,Rohtak,USD,Visa,08/29,e7f475f6-e9da-478b-81fa-47d49bcdb68b,1,In-Person,124.65.29.15,Desktop
3045,2021-05-07 16:21:05,4712.19,Badal Chaudhuri,e66d24967c3d1f7cc0239dd62faf9b0510740d640b8fedd26f106a917b3a092e,Malhotra-Sami,Bilaspur,USD,American Express,03/26,50d80a9f-f1cd-47c9-b1c9-05d41947ea34,1,Online,218.64.154.215,Mobile
3046,2022-03-18 00:25:45,4061.26,Sahil Bora,16e4d1e0510cc9bcd15b86e7c80fea89d8a54e3f3d7b7517e3d1c749627fc25d,"Trivedi, Dash and Bandi",Dhanbad,USD,American Express,01/31,3d459aca-edbf-4b75-a2a1-2fa64202f86e,1,Online,156.84.47.171,Desktop
3047,2022-01-23 05:49:54,1954.54,Ishita Bedi,8d5447d8c7714171d97f1d67a2fe2a9504b86ffc14355a6aa7d1decbbd86e32f,Dhillon Ltd,Jamshedpur,USD,MasterCard,10/30,d9c8b2ab-a8bd-433c-9112-3cc1233b80a5,1,In-Person,164.179.250.169,Mobile
3048,2020-06-30 13:48:46,1821.0,Drishya Tella,d27f1772ef6157a684bfe304f4577f309a26f49c0096b22b856b6d761c3af4b0,"Bhat, Mane and Rao",Mango,EUR,MasterCard,04/30,fa469d52-1b3c-430f-95c2-157fe19ab018,1,Online,179.98.30.33,Mobile
3049,2020-01-28 06:28:47,2037.87,Mamooty Bedi,cbd730af9aaee3e83fff5161be34862216afeb9b9c62a860b7d422543ea8775a,Randhawa-Dhawan,Loni,INR,MasterCard,04/28,1d1d21ab-3c32-4f70-9409-8f1094ac6704,0,Online,196.224.21.107,Mobile
3050,2022-02-22 09:11:31,4916.55,Ivan Rege,904c5e83f1c90faa111558d73e607876c75617ba1583bd6557b5543a4fba0143,Shanker PLC,Mira-Bhayandar,USD,American Express,10/24,ea5f33f1-fb47-4c23-8b3e-a1514d8548a6,1,In-Person,188.242.81.175,Mobile
3051,2023-09-24 20:47:52,1812.2,Hridaan Randhawa,4d2de373e479dc05b60b107411a1c727f42580440100407380852f5e3cd654e1,Krishna Inc,Jammu,INR,American Express,08/26,cfcb601d-f1ec-4357-9c5e-30324be9c894,1,Online,29.69.228.84,Mobile
3052,2023-03-28 12:08:05,226.95,Zain Hayer,5f58c601237edf83809ae1067bb310e24a43f520913dae166c506d3c0c83861a,"Bhakta, Kota and Gola",Ongole,USD,MasterCard,03/31,7e5d8eb0-3841-40f4-9148-2bf3126fc8b5,0,Online,211.68.37.107,Desktop
3053,2022-02-17 04:51:12,346.54,Yakshit Som,6c5e656e161f57faff6e8a74f0ae2302a251d9d7eb803872a8bcb87854fe3951,Mann Group,Kakinada,EUR,MasterCard,11/29,2ed0a221-78c2-420c-b21a-64b8ad90f554,0,Online,67.12.41.24,Mobile
